image,psnr,ssim,lpips
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_4.png,27.1606,0.9767,0.0387
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_5.png,20.7504,0.8867,0.1181
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_519_325__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_519_325__BB__01ff00__BB__00_0_with_bg_2.png,12.3449,0.4441,0.6065
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_0.png,12.0902,0.5276,0.4698
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_1.png,17.3391,0.7649,0.3024
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_2.png,14.7968,0.6992,0.3958
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_5.png,18.9189,0.7797,0.3356
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_0.png,12.0456,0.5279,0.4701
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_1.png,17.7868,0.7659,0.3040
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_2.png,14.7751,0.7002,0.3950
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_0.png,16.9859,0.7284,0.4602
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_3.png,22.0823,0.7159,0.3301
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_4.png,17.1813,0.6490,0.2027
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0_with_bg_0.png,21.8300,0.8223,0.2441
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0_with_bg_2.png,18.7594,0.7597,0.2985
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_0.png,21.4121,0.7373,0.2806
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_1.png,25.3478,0.9657,0.0762
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_2.png,24.1421,0.9541,0.2162
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_0.png,25.5949,0.4726,0.2664
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_1.png,19.8996,0.7156,0.1496
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_2.png,23.0262,0.7403,0.2503
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0_with_bg_3.png,18.3290,0.8404,0.4136
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0_with_bg_5.png,22.6084,0.7234,0.5592
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_109_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_109_0_with_bg_4.png,21.6303,0.7189,0.3202
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0_with_bg_4.png,23.4573,0.9054,0.0769
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0_with_bg_5.png,24.9028,0.9286,0.0919
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0_with_bg_3.png,19.5715,0.8188,0.2249
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0_with_bg_5.png,26.8492,0.9774,0.1043
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_1.png,15.5559,0.6572,0.5180
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_3.png,27.3691,0.9841,0.0715
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_4.png,24.6791,0.8416,0.1685
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_5.png,23.7966,0.9600,0.1785
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_1.png,16.5217,0.7475,0.3922
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_3.png,22.9223,0.9704,0.1233
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_4.png,18.3024,0.9586,0.0979
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_5.png,18.1517,0.9228,0.1706
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_2.png,16.1408,0.6751,0.5354
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_3.png,21.6312,0.9612,0.1390
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_5.png,17.2651,0.7174,0.5146
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_122_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_122_0_with_bg_5.png,20.1874,0.8653,0.1569
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0_with_bg_0.png,26.5584,0.9732,0.0758
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0_with_bg_1.png,19.1784,0.9240,0.1217
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0_with_bg_4.png,22.4618,0.8894,0.0843
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0_with_bg_5.png,18.3343,0.8500,0.1625
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0_with_bg_0.png,23.2540,0.9428,0.0859
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0_with_bg_1.png,22.4228,0.9460,0.1242
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0_with_bg_1.png,22.4103,0.7602,0.2123
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0_with_bg_2.png,20.2172,0.7281,0.2442
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_1.png,15.8615,0.6728,0.4297
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_4.png,20.1857,0.9392,0.1760
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_5.png,24.7590,0.7862,0.3015
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_1.png,18.3180,0.7823,0.3004
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_2.png,22.6019,0.6943,0.2899
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_3.png,22.1224,0.6945,0.3013
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_4.png,17.5975,0.8514,0.2560
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_5.png,21.2652,0.6896,0.2686
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_1.png,19.2897,0.8518,0.1913
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_4.png,21.3527,0.9226,0.1600
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_5.png,20.8850,0.7302,0.2510
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_1.png,17.6302,0.7740,0.2817
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_2.png,19.6412,0.8823,0.2506
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_4.png,19.9462,0.9208,0.1355
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_1.png,17.7999,0.7743,0.2928
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_2.png,22.3109,0.7067,0.2606
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_4.png,22.8609,0.9461,0.1036
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_5.png,21.4299,0.6732,0.3195
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0_with_bg_3.png,21.0078,0.8559,0.3151
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0_with_bg_5.png,19.8484,0.8212,0.3193
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_1.png,16.5161,0.6012,0.5709
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_2.png,14.6851,0.6830,0.4304
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_3.png,27.4361,0.9835,0.0723
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_4.png,22.8945,0.8062,0.2853
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_5.png,25.0888,0.9610,0.2951
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_0.png,15.1331,0.6065,0.5377
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_3.png,10.1822,0.2754,0.5171
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_4.png,19.5697,0.9464,0.2178
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_3.png,20.1140,0.7501,0.3753
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_4.png,22.4746,0.9131,0.1677
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_5.png,21.8668,0.8104,0.4682
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_0.png,14.3812,0.5793,0.5779
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_3.png,20.4420,0.9112,0.1794
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_4.png,18.6322,0.9138,0.2526
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_5.png,22.9502,0.8675,0.1397
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_0.png,15.2593,0.6023,0.4676
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_1.png,12.7001,0.4885,0.5312
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_2.png,21.1683,0.6905,0.3158
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_4.png,14.3716,0.7327,0.3334
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_5.png,16.5329,0.6960,0.2684
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_0.png,16.7384,0.6803,0.4396
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_2.png,22.3441,0.8459,0.2386
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_3.png,18.7755,0.8989,0.1728
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_4.png,18.2063,0.8824,0.1881
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_5.png,20.3366,0.8434,0.1648
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_0.png,14.8237,0.5620,0.5360
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_2.png,19.6302,0.6571,0.2766
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_5.png,19.3809,0.7742,0.2192
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_0.png,16.9157,0.6450,0.4205
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_2.png,18.6953,0.7116,0.2789
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_3.png,20.4082,0.9343,0.1462
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_5.png,11.6222,0.5747,0.3153
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_0.png,16.8999,0.6825,0.4540
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_3.png,17.7650,0.8513,0.2031
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_4.png,24.3667,0.9779,0.1022
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_5.png,21.8244,0.9579,0.1983
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0_with_bg_3.png,26.7752,0.9345,0.0725
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0_with_bg_4.png,20.8507,0.9491,0.0939
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_163_0_with_bg_5.png,38.3399,0.9959,0.0052
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_165_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_165_0_with_bg_1.png,14.5897,0.6236,0.4549
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_165_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_165_0_with_bg_3.png,19.9098,0.7824,0.1809
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0_with_bg_3.png,15.9338,0.8129,0.2224
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0_with_bg_4.png,24.2263,0.9581,0.1518
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_167_0_with_bg_5.png,9.8379,0.6772,0.6134
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_171_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_171_0_with_bg_0.png,16.5272,0.6775,0.2850
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_171_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_171_0_with_bg_2.png,24.9841,0.9226,0.1389
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0_with_bg_0.png,16.5441,0.9123,0.1012
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0_with_bg_1.png,19.3891,0.5864,0.2630
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0_with_bg_2.png,23.8895,0.9167,0.1476
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_175_0_with_bg_5.png,16.6482,0.7543,0.2437
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0_with_bg_0.png,18.6992,0.7169,0.2057
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0_with_bg_1.png,16.4900,0.7511,0.4304
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_177_0_with_bg_2.png,13.0767,0.6030,0.5222
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_0.png,20.4600,0.7698,0.3683
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_1.png,19.7356,0.8116,0.3170
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_2.png,22.7700,0.8457,0.2782
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_3.png,22.9863,0.7673,0.2605
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_4.png,31.6507,0.9714,0.0190
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_179_0_with_bg_5.png,28.3343,0.9752,0.0352
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0_with_bg_2.png,18.0413,0.7295,0.4598
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0_with_bg_3.png,24.5468,0.4471,0.2868
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_182_0_with_bg_4.png,20.9070,0.9493,0.1333
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0_with_bg_1.png,16.2890,0.6826,0.5024
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0_with_bg_3.png,19.9070,0.9532,0.0770
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0_with_bg_4.png,23.8107,0.9293,0.0670
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_184_0_with_bg_5.png,25.0509,0.9701,0.1886
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0_with_bg_1.png,16.3481,0.6328,0.5491
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0_with_bg_3.png,15.7339,0.9295,0.2165
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0_with_bg_4.png,26.6163,0.9816,0.0312
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_186_0_with_bg_5.png,25.3715,0.9821,0.1209
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0_with_bg_3.png,13.6473,0.6708,0.2817
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0_with_bg_4.png,18.9806,0.9111,0.2478
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_188_0_with_bg_5.png,12.2775,0.8162,0.3504
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_190_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_190_0_with_bg_0.png,27.0981,0.9316,0.1489
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_190_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_190_0_with_bg_1.png,16.0005,0.7241,0.3128
