image,psnr,ssim,lpips
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005506_1983__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005506_1983__BB__01ff00__BB__00_0_with_bg_1.png,15.9426,0.7565,0.2572
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0_with_bg_0.png,15.0670,0.6519,0.5155
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0_with_bg_1.png,13.6567,0.5120,0.5939
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0_with_bg_2.png,18.3009,0.7804,0.3505
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000005516_1987__BB__01ff00__BB__00_0_with_bg_4.png,18.7562,0.8622,0.2938
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0_with_bg_0.png,10.8375,0.5912,0.4699
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0_with_bg_1.png,21.2954,0.5965,0.2379
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008100_2067__BB__01ff00__BB__00_0_with_bg_2.png,7.3759,0.5767,0.4689
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0_with_bg_0.png,12.8837,0.7681,0.2625
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0_with_bg_2.png,5.9582,0.4580,0.4978
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008142_2083__BB__01ff00__BB__00_0_with_bg_3.png,27.2429,0.9853,0.0770
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0_with_bg_0.png,18.3440,0.9343,0.0876
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0_with_bg_1.png,22.1118,0.7369,0.2162
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_0_with_bg_4.png,20.9662,0.7945,0.3468
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1_with_bg_0.png,18.0398,0.9338,0.0867
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1_with_bg_1.png,22.0983,0.7371,0.2151
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008736_2071__BB__01ef00__BB__00_1_with_bg_4.png,20.9479,0.7958,0.3477
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0_with_bg_0.png,11.7073,0.6702,0.3750
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0_with_bg_1.png,20.0407,0.5934,0.2852
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_0_with_bg_2.png,19.9230,0.7902,0.2128
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1_with_bg_0.png,11.7255,0.6699,0.3750
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1_with_bg_1.png,20.1020,0.5956,0.2853
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008756_2079__BB__01ef00__BB__00_1_with_bg_2.png,19.3557,0.7837,0.2170
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_0.png,17.3753,0.9166,0.1055
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_1.png,21.0985,0.6340,0.2098
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_2.png,15.8159,0.6994,0.3291
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_3.png,25.7232,0.9795,0.0521
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_4.png,18.9546,0.6830,0.2563
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_0_with_bg_5.png,21.8766,0.7168,0.2243
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_0.png,17.2628,0.9104,0.1124
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_1.png,20.8699,0.6358,0.2097
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_2.png,18.3330,0.7888,0.1985
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_3.png,26.1059,0.9806,0.0504
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_4.png,18.9156,0.6818,0.2545
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008764_2051__BB__01ef00__BB__00_1_with_bg_5.png,22.9280,0.7196,0.2217
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0_with_bg_0.png,13.3765,0.7795,0.2456
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0_with_bg_2.png,24.0848,0.9731,0.0366
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_0_with_bg_3.png,27.0688,0.9849,0.0734
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1_with_bg_0.png,13.3312,0.7796,0.2453
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1_with_bg_2.png,24.1128,0.9737,0.0360
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008772_2049__BB__01ef00__BB__00_1_with_bg_3.png,27.7358,0.9859,0.0750
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0_with_bg_0.png,16.2680,0.5444,0.3906
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0_with_bg_3.png,19.6184,0.7069,0.2540
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0_with_bg_4.png,20.6171,0.6058,0.2219
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_0_with_bg_5.png,21.0580,0.7957,0.3587
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1_with_bg_0.png,15.0397,0.5366,0.4015
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1_with_bg_3.png,18.7650,0.6996,0.2615
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1_with_bg_4.png,20.2938,0.6019,0.2261
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008780_2085__BB__01ef00__BB__00_1_with_bg_5.png,18.9575,0.7905,0.2819
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0_with_bg_0.png,13.3652,0.7872,0.2385
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0_with_bg_2.png,25.4333,0.9817,0.0233
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0_with_bg_3.png,27.6412,0.9857,0.0779
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_0_with_bg_5.png,22.3866,0.9693,0.0388
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1_with_bg_0.png,13.3313,0.7871,0.2384
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1_with_bg_2.png,25.0106,0.9810,0.0212
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1_with_bg_3.png,27.4417,0.9855,0.0776
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000008788_2087__BB__01ef00__BB__00_1_with_bg_5.png,22.1994,0.9697,0.0405
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016764_2285__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016764_2285__BB__01ff00__BB__00_0_with_bg_3.png,18.7132,0.8447,0.1347
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016764_2285__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016764_2285__BB__01ff00__BB__00_0_with_bg_4.png,18.9532,0.6205,0.2130
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016810_2305__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016810_2305__BB__01ff00__BB__00_0_with_bg_3.png,25.3112,0.9789,0.1110
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016810_2305__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000016810_2305__BB__01ff00__BB__00_0_with_bg_4.png,19.6372,0.7510,0.1460
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000021104_2325__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000021104_2325__BB__01ff00__BB__00_0_with_bg_4.png,21.6355,0.8868,0.0895
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000021104_2325__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000021104_2325__BB__01ff00__BB__00_0_with_bg_5.png,25.2211,0.9463,0.0811
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000023172_2247__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000023172_2247__BB__01ff00__BB__00_0_with_bg_1.png,21.7644,0.8792,0.2173
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000023172_2247__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000023172_2247__BB__01ff00__BB__00_0_with_bg_4.png,10.3936,0.4387,0.2958
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000031789_4427__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1000031789_4427__BB__01ff00__BB__00_0_with_bg_0.png,13.8575,0.5427,0.5942
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1105__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1105__BB__01ff00__BB__00_0_0_with_bg_2.png,14.8164,0.5627,0.6129
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1105__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1105__BB__01ff00__BB__00_0_0_with_bg_4.png,21.2667,0.9004,0.1912
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1893__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1893__BB__01ff00__BB__00_0_0_with_bg_0.png,20.0352,0.7786,0.3086
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000001438_431__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000001438_431__BB__01ff00__BB__00_0_with_bg_0.png,23.8865,0.8564,0.2160
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0_with_bg_0.png,23.8108,0.8792,0.2112
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0_with_bg_1.png,21.6012,0.8669,0.2465
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000404_659__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000404_659__BB__01ff00__BB__00_0_with_bg_0.png,15.1034,0.5993,0.5220
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000434_677__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000434_677__BB__01ff00__BB__00_0_with_bg_0.png,15.4426,0.6178,0.5093
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000464_695__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000464_695__BB__01ff00__BB__00_0_with_bg_1.png,17.0147,0.8075,0.2076
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000494_713__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000494_713__BB__01ff00__BB__00_0_with_bg_1.png,17.3238,0.8311,0.1944
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0_with_bg_2.png,13.8722,0.6793,0.3874
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0_with_bg_3.png,18.1935,0.7042,0.4422
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000614_785__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000614_785__BB__01ff00__BB__00_0_with_bg_2.png,18.2301,0.8196,0.2275
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000700_843__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000700_843__BB__01ff00__BB__00_0_with_bg_2.png,20.6357,0.8518,0.2018
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0_with_bg_2.png,12.7038,0.5620,0.5103
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0_with_bg_5.png,20.2974,0.8310,0.2854
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_2.png,19.0514,0.8419,0.2238
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_4.png,15.4357,0.8002,0.2618
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_5.png,22.2405,0.8722,0.3352
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400024812_1445__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400024812_1445__BB__01ff00__BB__00_0_with_bg_4.png,17.2795,0.7496,0.3805
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_0.png,15.2619,0.8727,0.1386
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_1.png,20.1774,0.9226,0.1247
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_2.png,25.4927,0.9295,0.1395
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_5.png,17.2161,0.7847,0.2520
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_0.png,17.7622,0.6893,0.3851
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_2.png,22.8883,0.9444,0.1163
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_3.png,18.3081,0.9126,0.1669
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_5.png,17.6019,0.7220,0.2170
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_1.png,15.8075,0.6782,0.4351
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_2.png,18.9119,0.7456,0.3862
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_3.png,24.2432,0.8011,0.2788
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_4.png,25.3962,0.9573,0.0651
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_0.png,22.1315,0.7945,0.3081
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_1.png,19.2808,0.7508,0.3697
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_2.png,22.2632,0.8444,0.2948
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_3.png,23.0662,0.7727,0.2728
