image,pixel_agreement,miou_proxy
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1893__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_1893__BB__01ff00__BB__00_0_0_with_bg_0.png,0.9978,0.4989
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000001438_431__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000001438_431__BB__01ff00__BB__00_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2000004260_3759__BB__01ff00__BB__00_0_with_bg_1.png,0.9958,0.4979
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000404_659__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000404_659__BB__01ff00__BB__00_0_with_bg_0.png,0.9533,0.7813
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000434_677__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000434_677__BB__01ff00__BB__00_0_with_bg_0.png,0.9818,0.8768
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000464_695__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000464_695__BB__01ff00__BB__00_0_with_bg_1.png,0.9955,0.4977
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000494_713__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000494_713__BB__01ff00__BB__00_0_with_bg_1.png,0.9970,0.4985
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0_with_bg_2.png,0.8463,0.4231
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000584_767__BB__01ff00__BB__00_0_with_bg_3.png,0.9840,0.4920
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000614_785__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000614_785__BB__01ff00__BB__00_0_with_bg_2.png,0.9309,0.4655
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000700_843__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000700_843__BB__01ff00__BB__00_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0_with_bg_2.png,0.8699,0.2175
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000730_861__BB__01ff00__BB__00_0_with_bg_5.png,0.7481,0.3748
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_2.png,0.9926,0.8263
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400000794_2955__BB__01ff00__BB__00_0_with_bg_5.png,0.6573,0.2191
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400024812_1445__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2400024812_1445__BB__01ff00__BB__00_0_with_bg_4.png,0.9995,0.3332
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_1.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_2.png,0.9439,0.4719
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_2459__BB__01ff00__BB__00_0_0_with_bg_5.png,0.9669,0.4834
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_0.png,0.9818,0.8910
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_2.png,1.0000,0.5000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_3.png,0.9842,0.4921
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3585__BB__01ff00__BB__00_0_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_1.png,0.9998,0.4999
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3613__BB__01ef00__BB__00_0_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_1.png,0.9980,0.4990
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_2.png,0.9996,0.4998
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_3641__BB__01ef00__BB__00_0_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_519_325__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_519_325__BB__01ff00__BB__00_0_with_bg_2.png,0.9675,0.4838
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_1.png,0.9452,0.4742
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_0_with_bg_5.png,0.8908,0.4454
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_1.png,0.9519,0.4781
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_635_53__BB__01ff00__BB__00_1_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0/MUN6F7QKTJS66AABAAAAADY8_face_mesh_fd_planar_900000422_991__BB__01ef00__BB__00_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0_with_bg_0.png,0.9192,0.4644
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_101_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_0.png,0.9953,0.5668
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_1.png,0.9986,0.4993
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_103_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_1.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_105_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_107_0_with_bg_5.png,0.9827,0.4914
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_109_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_109_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_111_0_with_bg_5.png,0.9984,0.4992
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_113_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_1.png,0.9945,0.3315
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_115_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_1.png,0.8982,0.2994
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_118_0_with_bg_5.png,0.4833,0.2416
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_120_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_122_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_122_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_124_0_with_bg_1.png,0.9710,0.4855
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_126_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0_with_bg_0.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_128_0_with_bg_1.png,0.9816,0.4908
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0_with_bg_1.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_130_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_1.png,0.9983,0.4992
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_132_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_1.png,0.9422,0.4711
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_2.png,0.9528,0.5991
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_134_0_with_bg_5.png,0.9708,0.7413
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_1.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_136_0_with_bg_5.png,0.9587,0.4793
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_1.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_139_0_with_bg_4.png,0.9847,0.3282
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_1.png,0.9634,0.4817
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_141_0_with_bg_5.png,0.9925,0.4963
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_143_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_1.png,1.0000,0.5000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_2.png,0.7395,0.4595
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_145_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_0.png,0.9994,0.4997
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_147_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_4.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_149_0_with_bg_5.png,0.5776,0.2888
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_0.png,0.9525,0.4763
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_3.png,0.9822,0.8594
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_4.png,0.9628,0.4814
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_151_0_with_bg_5.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_0.png,0.8446,0.5104
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_1.png,0.8250,0.4125
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_2.png,0.9327,0.7833
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_4.png,0.8607,0.4304
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_153_0_with_bg_5.png,0.7645,0.4536
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_0.png,0.9878,0.9196
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_2.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_4.png,0.9999,0.4999
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_155_0_with_bg_5.png,0.9821,0.4911
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_0.png,0.7333,0.3921
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_2.png,0.8504,0.4952
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_157_0_with_bg_5.png,0.9597,0.6655
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_0.png,0.9404,0.7502
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_2.png,0.9444,0.4722
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_3.png,1.0000,1.0000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_159_0_with_bg_5.png,0.7970,0.3985
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_0.png,1.0000,0.5000
MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0/MUN6F7QKTJS66AABAAAAADY8_level_MeshWithData_161_0_with_bg_3.png,0.9855,0.3285
